"October 2019 : US Category Changes","","","","","","","","","",""
"","","","","","","","","","",""
"Change Type","Count","","","","","","","","",""
"New","277","","","","","","","","",""
"Retired","197","","","","","","","","",""
"Rename","133","","","","","","","","",""
"Move","50","","","","","","","","",""
"Move & Rename","24","","","","","","","","",""
"Total","681","","","","","","","","",""
"","","","","","","","","","",""
"Category Name","","","","","","","","Category ID","Comments","Actions Required"
"","","","+","Wallpaper & Accessories","","","","180981","",""
"","","","+","Windows & Window Hardware","","","","180113","",""
"","","","","Other Home Building & Hardware","","","","20594","",""
"","","+","Electrical Supplies","","","","","259482","",""
"","","+","Heating, Cooling & Air","","","","","69197","",""
"","","+","Home Security","","","","","41968","",""
"","","-","Plumbing & Fixtures","","","","","20601","",""
"","","","","Bathroom Sets","","","","166365","New Category",""
"","","","","Bathtubs","","","","42025","",""
"","","","+","Bidets & Toilet Attachments","","","","259865","",""
"","","","","Clamps","","","","259864","",""
"","","","+","Faucets","","","","259866","",""
"","","","","Fittings","","","","259835","",""
"","","","+","Garbage Disposals","","","","259867","",""
"","","","","Hot & Cold Water Dispensers","","","","121848","",""
"","","","","Mounted Soap Dispensers","","","","121847","",""
"","","","","Mounted Toilet Paper Holders","","","","32876","",""
"","","","","Pipes","","","","259838","",""
"","","","+","Pipe Accessories","","","","259839","",""
"","","","","Pumps","","","","42132","",""
"","","","","Pump Parts & Accessories","","","","259845","",""
"","","","","Shower Curtain Rods","","","","168132","",""
"","","","+","Shower Enclosures & Doors","","","","147146","",""
"","","","","Shower Heads","","","","71282","",""
"","","","","Shower Panels & Massagers","","","","147148","",""
"","","","+","Steam Showers","","","","259851","",""
"","","","+","Sinks","","","","259869","",""
"","","","","Toilets","","","","71284","",""
"","","","","Toilet Seats","","","","37637","",""
"","","","","Toilet Parts","","","","259857","",""
"","","","","Towel Racks","","","","20442","",""
"","","","","Valves","","","","259858","",""
"","","","","Vanities","","","","115625","",""
"","","","","Water Filtration Systems","","","","116400","",""
"","","","","Water Filters & Filtration Parts","","","","259859","",""
"","","","","Other Home Plumbing & Fixtures","","","","3191","",""
"","","","Other Home Improvement","","","","","160038","",""
"","-","Household Supplies & Cleaning","","","","","","299","",""
"","","","Cleaning Products","","","","","259621","",""
"","","-","Cleaning Tools","","","","","259338","",""
"","","","","Mops & Brooms","","","","20607","All listings are being moved into [Mops, Brooms & Scrubbers - 260133].","After 17 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Mops, Brooms & Scrubbers","","","","260133","New Category",""
"","","","","Mop & Broom Accessories","","","","259341","Renamed from [Mop Parts & Accessories]",""
"","","","","Carpet & Floor Sweepers","","","","79657","",""
"","","","","Cleaning Towels & Cloths","","","","29509","",""
"","","","","Cleaning Gloves","","","","259347","",""
"","","","","Squeegees & Window Cleaning","","","","112579","",""
"","","","","Cleaning Brushes","","","","259344","",""
"","","","","Dusters","","","","161648","",""
"","","","","Sponges & Scourers","","","","129609","",""
"","","","","Washing Up Bowls","","","","122935","",""
"","","","","Cleaning Buckets","","","","167137","New Category",""
"","","","","Hand Brushes & Dust Pans","","","","108412","New Category",""
"","","","Steam Cleaners","","","","","79656","",""
"","","","Steam Cleaner Parts","","","","","259342","Renamed from [Steam Cleaner Parts & Accessories]",""
"","","","Carpet Cleaners","","","","","177746","",""
"","","","Vacuum Cleaners","","","","","20614","",""
"","","","Vacuum Cleaner Bags","","","","","20618","",""
"","","","Vacuum Cleaner Parts","","","","","42146","Renamed from [Vacuum Parts & Accessories]",""
"","","-","Laundry Supplies","","","","","20620","",""
"","","","","Clothesline","","","","81241","Renamed from [Clotheslines & Laundry Airers]",""
"","","","","Clothes Drying Rack","","","","20622","New Category",""
"","","","","Clothespins & Bags","","","","122847","",""
"","","","","Detergents, Softeners & Stain Removers","","","","78691","The Category ID is being changed to [260134].","Please update your category ID accordingly."
"","","","","Detergents, Softeners & Stain Removers","","","","260134","New Category",""
"","","","","Clothes Folders","","","","259339","",""
"","","","","Laundry Balls","","","","259340","",""
"","","","","Laundry Carts & Hampers","","","","43517","",""
"","","","","Garment Steamers","","","","43514","All listings are being moved into [Steam Cleaners - 79656].","After 17 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Irons","","","","43513","",""
"","","","","Ironing Boards","","","","43512","",""
"","","","","Ironing Board Covers & Accessories","","","","134734","",""
"","","","","Laundry Bags","","","","43516","",""
"","","","","Lint Removers","","","","170626","",""
"","","","","Moth Balls","","","","116745","New Category",""
"","","","","Other Laundry Supplies","","","","20624","",""
"","","-","Home Organization","","","","","43502","",""
"","","","","Closet Organizers","","","","43503","",""
"","","","","Clothes Hangers","","","","116743","",""
"","","","","Coat & Hat Racks","","","","22656","",""
"","","","","Garment Racks","","","","166325","",""
"","","","","Hooks & Hangers","","","","36024","",""
"","","","","Magazine Racks","","","","38223","",""
"","","","","Shoe Organizers","","","","43506","",""
"","","","","Storage Bags","","","","43504","",""
"","","","","Umbrella Stands","","","","40620","New Category",""
"","","","","Storage Units","","","","122954","New Category",""
"","","","","Storage Bins & Baskets","","","","159898","",""
"","","","","Storage Boxes","","","","159897","",""
"","","","","Drawer Liners","","","","122772","",""
"","","","","Other Home Organization","","","","20621","",""
"","","-","General Household Supplies","","","","","259345","",""
"","","","","Air Fresheners","","","","166724","Moved from [Home Fragrances-20552]",""
"","","","","Facial Tissues","","","","179199","",""
"","","","","Paper Towels","","","","179203","",""
"","","","","Toilet Paper","","","","179204","",""
"","","","","Lighters","","","","259019","",""
"","","","","Trash Cans & Wastebaskets","","","","20608","",""
"","","","","Trash Bags","","","","259346","",""
"","","","","Reusable Shopping Bags","","","","169302","",""
"","","","Other Home Cleaning Supplies","","","","","300","",""
"","-","Kids & Teens at Home","","","","","","176988","",""
"","","+","Bath","","","","","259327","",""
"","","+","Bedding","","","","","66725","",""
"","","+","Educational Materials","","","","","16706","",""
"","","+","Furniture","","","","","66741","",""
"","","-","Home Décor","","","","","259328","",""
"","","","","Clocks","","","","94935","",""
"","","","","Cushions & Covers","","","","259326","",""
"","","","","Height Charts","","","","108424","",""
"","","","","Mirrors","","","","177049","",""
"","","","","Plaques, Signs & Letters","","","","122769","",""
"","","","","Playmats & Jigsaw Mats","","","","177063","",""
"","","","","Rugs & Carpets","","","","177062","",""
"","","","","Tabletop & Shelf Décor","","","","177050","",""
"","","","","Trash Cans","","","","177048","",""
"","","","","Wall Decals & Stickers","","","","108426","",""
"","","","","Wall Hangings","","","","177051","",""
"","","","","Window Treatments","","","","116488","All listings are being moved into [Curtains & Drapes - 45515].","After 17 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Other Home Décor","","","","177052","",""
"","","+","Kitchen & Dining","","","","","259329","",""
"","","+","Lighting","","","","","259330","",""
"","","+","School Supplies","","","","","102949","",""
"","","","Other Kids' & Teens' Items","","","","","176989","",""
"","-","Kitchen, Dining & Bar","","","","","","20625","",""
"","","-","Bar Tools & Accessories","","","","","20687","",""
"","","","","Bottle Stoppers & Corks","","","","63503","",""
"","","","","Can & Bottle Coolers","","","","106190","New Category",""
"","","","","Coasters","","","","36026","",""
"","","","","Cocktail Accessories","","","","177069","",""
"","","","","Cocktail Shakers & Bar Sets","","","","63504","",""
